"COU","Country","GOV","Government","TAX","Tax","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1992","1992","UYU","Peso Uruguayo","6","Millions",,,313.421,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1993","1993","UYU","Peso Uruguayo","6","Millions",,,472.524,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1994","1994","UYU","Peso Uruguayo","6","Millions",,,696.548,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1995","1995","UYU","Peso Uruguayo","6","Millions",,,1122.484,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1996","1996","UYU","Peso Uruguayo","6","Millions",,,1668.776,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1997","1997","UYU","Peso Uruguayo","6","Millions",,,2145.043,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1998","1998","UYU","Peso Uruguayo","6","Millions",,,2477.668,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1999","1999","UYU","Peso Uruguayo","6","Millions",,,2593.911,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2000","2000","UYU","Peso Uruguayo","6","Millions",,,2576.267,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2001","2001","UYU","Peso Uruguayo","6","Millions",,,2617.303,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2002","2002","UYU","Peso Uruguayo","6","Millions",,,2339.781,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2003","2003","UYU","Peso Uruguayo","6","Millions",,,2694.147,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2004","2004","UYU","Peso Uruguayo","6","Millions",,,2762.228,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2005","2005","UYU","Peso Uruguayo","6","Millions",,,3070.888,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2006","2006","UYU","Peso Uruguayo","6","Millions",,,3526.254,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2007","2007","UYU","Peso Uruguayo","6","Millions",,,3752.964,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2008","2008","UYU","Peso Uruguayo","6","Millions",,,4134.674,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2009","2009","UYU","Peso Uruguayo","6","Millions",,,3848.325,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2010","2010","UYU","Peso Uruguayo","6","Millions",,,3951.582,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2011","2011","UYU","Peso Uruguayo","6","Millions",,,4112.539,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2012","2012","UYU","Peso Uruguayo","6","Millions",,,4533.588,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2013","2013","UYU","Peso Uruguayo","6","Millions",,,5759.359,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2014","2014","UYU","Peso Uruguayo","6","Millions",,,6789.31,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2015","2015","UYU","Peso Uruguayo","6","Millions",,,7540.243,,
"URY","Uruguay","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2016","2016","UYU","Peso Uruguayo","6","Millions",,,8278.736,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,33.186,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,176.372,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,454.85,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1996","1996","VEF","Bolivar fuerte","6","Millions",,,1063.571,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1997","1997","VEF","Bolivar fuerte","6","Millions",,,1863.699,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1998","1998","VEF","Bolivar fuerte","6","Millions",,,2809.56,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1999","1999","VEF","Bolivar fuerte","6","Millions",,,2989.044,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2000","2000","VEF","Bolivar fuerte","6","Millions",,,3271.569,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2001","2001","VEF","Bolivar fuerte","6","Millions",,,3729.013,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2002","2002","VEF","Bolivar fuerte","6","Millions",,,4515.559,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2003","2003","VEF","Bolivar fuerte","6","Millions",,,6476.201,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2004","2004","VEF","Bolivar fuerte","6","Millions",,,13193.671,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2005","2005","VEF","Bolivar fuerte","6","Millions",,,19513.176,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2006","2006","VEF","Bolivar fuerte","6","Millions",,,25298.582,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2007","2007","VEF","Bolivar fuerte","6","Millions",,,27895.386,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2008","2008","VEF","Bolivar fuerte","6","Millions",,,31396.222,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2009","2009","VEF","Bolivar fuerte","6","Millions",,,41611.046,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2010","2010","VEF","Bolivar fuerte","6","Millions",,,56100.545,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2011","2011","VEF","Bolivar fuerte","6","Millions",,,84347.944,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2012","2012","VEF","Bolivar fuerte","6","Millions",,,111101.669,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2013","2013","VEF","Bolivar fuerte","6","Millions",,,164737.121,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2014","2014","VEF","Bolivar fuerte","6","Millions",,,272186.938,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2015","2015","VEF","Bolivar fuerte","6","Millions",,,702742.707,,
"VEN","Venezuela","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2016","2016","VEF","Bolivar fuerte","6","Millions",,,1907077.906,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,15.696,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,22.384,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,51.314,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,74.502,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,80.072,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,114.027,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1996","1996","VEF","Bolivar fuerte","6","Millions",,,223.861,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1997","1997","VEF","Bolivar fuerte","6","Millions",,,578.047,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1998","1998","VEF","Bolivar fuerte","6","Millions",,,617.236,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1999","1999","VEF","Bolivar fuerte","6","Millions",,,683.804,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2000","2000","VEF","Bolivar fuerte","6","Millions",,,774.192,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2001","2001","VEF","Bolivar fuerte","6","Millions",,,888.546,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2002","2002","VEF","Bolivar fuerte","6","Millions",,,885.194,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2003","2003","VEF","Bolivar fuerte","6","Millions",,,971.855,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2004","2004","VEF","Bolivar fuerte","6","Millions",,,1214.612,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2005","2005","VEF","Bolivar fuerte","6","Millions",,,1603.632,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2006","2006","VEF","Bolivar fuerte","6","Millions",,,2362.765,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2007","2007","VEF","Bolivar fuerte","6","Millions",,,2977.793,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2008","2008","VEF","Bolivar fuerte","6","Millions",,,5743.555,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2009","2009","VEF","Bolivar fuerte","6","Millions",,,6727.243,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2010","2010","VEF","Bolivar fuerte","6","Millions",,,8872.167,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2011","2011","VEF","Bolivar fuerte","6","Millions",,,8773.559,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2012","2012","VEF","Bolivar fuerte","6","Millions",,,11247.476,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2013","2013","VEF","Bolivar fuerte","6","Millions",,,16371.461,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2014","2014","VEF","Bolivar fuerte","6","Millions",,,30524.924,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2015","2015","VEF","Bolivar fuerte","6","Millions",,,116575.466,,
"VEN","Venezuela","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2016","2016","VEF","Bolivar fuerte","6","Millions",,,439925.198,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1996","1996","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1997","1997","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1998","1998","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1999","1999","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2000","2000","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2001","2001","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2002","2002","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2003","2003","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2004","2004","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2005","2005","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2006","2006","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2007","2007","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2008","2008","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2009","2009","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2010","2010","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2011","2011","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2012","2012","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2013","2013","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2014","2014","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2015","2015","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2016","2016","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,29.992,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,56.866,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,84.66,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,100.779,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,141.892,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,205.642,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1996","1996","VEF","Bolivar fuerte","6","Millions",,,398.879,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1997","1997","VEF","Bolivar fuerte","6","Millions",,,697.333,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1998","1998","VEF","Bolivar fuerte","6","Millions",,,809.169,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1999","1999","VEF","Bolivar fuerte","6","Millions",,,828.07,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2000","2000","VEF","Bolivar fuerte","6","Millions",,,971.65,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2001","2001","VEF","Bolivar fuerte","6","Millions",,,1119.16,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2002","2002","VEF","Bolivar fuerte","6","Millions",,,1135.077,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2003","2003","VEF","Bolivar fuerte","6","Millions",,,944.269,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2004","2004","VEF","Bolivar fuerte","6","Millions",,,2061.22,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2005","2005","VEF","Bolivar fuerte","6","Millions",,,3652.224,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2006","2006","VEF","Bolivar fuerte","6","Millions",,,5507.406,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2007","2007","VEF","Bolivar fuerte","6","Millions",,,8271.275,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2008","2008","VEF","Bolivar fuerte","6","Millions",,,7800.805,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2009","2009","VEF","Bolivar fuerte","6","Millions",,,5910.602,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2010","2010","VEF","Bolivar fuerte","6","Millions",,,8133.341,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2011","2011","VEF","Bolivar fuerte","6","Millions",,,13807.852,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2012","2012","VEF","Bolivar fuerte","6","Millions",,,17750.356,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2013","2013","VEF","Bolivar fuerte","6","Millions",,,22655.731,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2014","2014","VEF","Bolivar fuerte","6","Millions",,,43397.947,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2015","2015","VEF","Bolivar fuerte","6","Millions",,,93259.807,,
"VEN","Venezuela","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2016","2016","VEF","Bolivar fuerte","6","Millions",,,210351.876,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,0.029,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,0.047,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,0.084,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,4.037,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,5.706,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,8.588,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1996","1996","VEF","Bolivar fuerte","6","Millions",,,15.169,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1997","1997","VEF","Bolivar fuerte","6","Millions",,,42.766,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1998","1998","VEF","Bolivar fuerte","6","Millions",,,57.877,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1999","1999","VEF","Bolivar fuerte","6","Millions",,,108.375,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2000","2000","VEF","Bolivar fuerte","6","Millions",,,155.235,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2001","2001","VEF","Bolivar fuerte","6","Millions",,,235.882,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2002","2002","VEF","Bolivar fuerte","6","Millions",,,115.207,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2003","2003","VEF","Bolivar fuerte","6","Millions",,,100.154,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2004","2004","VEF","Bolivar fuerte","6","Millions",,,220.188,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2005","2005","VEF","Bolivar fuerte","6","Millions",,,263.121,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2006","2006","VEF","Bolivar fuerte","6","Millions",,,360.349,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2007","2007","VEF","Bolivar fuerte","6","Millions",,,220.437,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2008","2008","VEF","Bolivar fuerte","6","Millions",,,417.364,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2009","2009","VEF","Bolivar fuerte","6","Millions",,,386.473,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2010","2010","VEF","Bolivar fuerte","6","Millions",,,230.207,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2011","2011","VEF","Bolivar fuerte","6","Millions",,,129.491,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2012","2012","VEF","Bolivar fuerte","6","Millions",,,103.63,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2013","2013","VEF","Bolivar fuerte","6","Millions",,,129.797,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2014","2014","VEF","Bolivar fuerte","6","Millions",,,162.119,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2015","2015","VEF","Bolivar fuerte","6","Millions",,,241.931,,
"VEN","Venezuela","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2016","2016","VEF","Bolivar fuerte","6","Millions",,,659.957,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1990","1990","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1991","1991","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1992","1992","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1993","1993","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1994","1994","VEF","Bolivar fuerte","6","Millions",,,0,,
"VEN","Venezuela","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1995","1995","VEF","Bolivar fuerte","6","Millions",,,0,,
