"COU","Country","GOV","Level of government","VAR","Indicator","TAX","Revenue category","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2011","2011","PHP","Philippine Peso","9","Billions",,,265.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2012","2012","PHP","Philippine Peso","9","Billions",,,289.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2013","2013","PHP","Philippine Peso","9","Billions",,,304.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2014","2014","PHP","Philippine Peso","9","Billions",,,369.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2015","2015","PHP","Philippine Peso","9","Billions",,,367.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1994","1994","PHP","Philippine Peso","9","Billions",,,15.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1995","1995","PHP","Philippine Peso","9","Billions",,,16.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1996","1996","PHP","Philippine Peso","9","Billions",,,15.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1997","1997","PHP","Philippine Peso","9","Billions",,,17.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1998","1998","PHP","Philippine Peso","9","Billions",,,18.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1999","1999","PHP","Philippine Peso","9","Billions",,,20.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2000","2000","PHP","Philippine Peso","9","Billions",,,23.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2001","2001","PHP","Philippine Peso","9","Billions",,,28.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2002","2002","PHP","Philippine Peso","9","Billions",,,23.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2003","2003","PHP","Philippine Peso","9","Billions",,,18.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2004","2004","PHP","Philippine Peso","9","Billions",,,27.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2005","2005","PHP","Philippine Peso","9","Billions",,,32.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2006","2006","PHP","Philippine Peso","9","Billions",,,37,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2007","2007","PHP","Philippine Peso","9","Billions",,,38.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2008","2008","PHP","Philippine Peso","9","Billions",,,39.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2009","2009","PHP","Philippine Peso","9","Billions",,,40.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2010","2010","PHP","Philippine Peso","9","Billions",,,40.9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2011","2011","PHP","Philippine Peso","9","Billions",,,42.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2012","2012","PHP","Philippine Peso","9","Billions",,,46.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2013","2013","PHP","Philippine Peso","9","Billions",,,51,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2014","2014","PHP","Philippine Peso","9","Billions",,,49.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2015","2015","PHP","Philippine Peso","9","Billions",,,51.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1994","1994","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1995","1995","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1996","1996","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1997","1997","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1998","1998","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1999","1999","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2000","2000","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015","PHP","Philippine Peso","9","Billions",,,0,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1994","1994","PHP","Philippine Peso","9","Billions",,,1.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1995","1995","PHP","Philippine Peso","9","Billions",,,2.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1996","1996","PHP","Philippine Peso","9","Billions",,,2.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1997","1997","PHP","Philippine Peso","9","Billions",,,2.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1998","1998","PHP","Philippine Peso","9","Billions",,,3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1999","1999","PHP","Philippine Peso","9","Billions",,,2.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2000","2000","PHP","Philippine Peso","9","Billions",,,3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2001","2001","PHP","Philippine Peso","9","Billions",,,3.7,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2002","2002","PHP","Philippine Peso","9","Billions",,,5.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2003","2003","PHP","Philippine Peso","9","Billions",,,5.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2004","2004","PHP","Philippine Peso","9","Billions",,,6.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2005","2005","PHP","Philippine Peso","9","Billions",,,7.2,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2006","2006","PHP","Philippine Peso","9","Billions",,,7.5,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2007","2007","PHP","Philippine Peso","9","Billions",,,8.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2008","2008","PHP","Philippine Peso","9","Billions",,,8.6,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2009","2009","PHP","Philippine Peso","9","Billions",,,9,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2010","2010","PHP","Philippine Peso","9","Billions",,,9.3,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2011","2011","PHP","Philippine Peso","9","Billions",,,10.1,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2012","2012","PHP","Philippine Peso","9","Billions",,,10.4,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2013","2013","PHP","Philippine Peso","9","Billions",,,11,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2014","2014","PHP","Philippine Peso","9","Billions",,,11.8,,
"PHL","Philippines","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2015","2015","PHP","Philippine Peso","9","Billions",,,11.3,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2000","2000","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2001","2001","SGD","Singapore Dollar","9","Billions",,,1.6,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2002","2002","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2003","2003","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2004","2004","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2005","2005","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2006","2006","SGD","Singapore Dollar","9","Billions",,,1.6,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2007","2007","SGD","Singapore Dollar","9","Billions",,,1.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2008","2008","SGD","Singapore Dollar","9","Billions",,,1.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2009","2009","SGD","Singapore Dollar","9","Billions",,,1.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2010","2010","SGD","Singapore Dollar","9","Billions",,,2.3,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2011","2011","SGD","Singapore Dollar","9","Billions",,,2.4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2012","2012","SGD","Singapore Dollar","9","Billions",,,2.3,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2013","2013","SGD","Singapore Dollar","9","Billions",,,2.4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2014","2014","SGD","Singapore Dollar","9","Billions",,,2.6,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2015","2015","SGD","Singapore Dollar","9","Billions",,,2.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2000","2000","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015","SGD","Singapore Dollar","9","Billions",,,0,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2000","2000","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2001","2001","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2002","2002","SGD","Singapore Dollar","9","Billions",,,2.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2003","2003","SGD","Singapore Dollar","9","Billions",,,3,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2004","2004","SGD","Singapore Dollar","9","Billions",,,3.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2005","2005","SGD","Singapore Dollar","9","Billions",,,3.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2006","2006","SGD","Singapore Dollar","9","Billions",,,4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2007","2007","SGD","Singapore Dollar","9","Billions",,,6.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2008","2008","SGD","Singapore Dollar","9","Billions",,,6.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2009","2009","SGD","Singapore Dollar","9","Billions",,,6.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2010","2010","SGD","Singapore Dollar","9","Billions",,,8.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2011","2011","SGD","Singapore Dollar","9","Billions",,,8.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2012","2012","SGD","Singapore Dollar","9","Billions",,,9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2013","2013","SGD","Singapore Dollar","9","Billions",,,9.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2014","2014","SGD","Singapore Dollar","9","Billions",,,10.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2015","2015","SGD","Singapore Dollar","9","Billions",,,10.3,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2000","2000","SGD","Singapore Dollar","9","Billions",,,1.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2001","2001","SGD","Singapore Dollar","9","Billions",,,1.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2002","2002","SGD","Singapore Dollar","9","Billions",,,1.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2003","2003","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2004","2004","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2005","2005","SGD","Singapore Dollar","9","Billions",,,2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2006","2006","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2007","2007","SGD","Singapore Dollar","9","Billions",,,2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2008","2008","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2009","2009","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2010","2010","SGD","Singapore Dollar","9","Billions",,,2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2011","2011","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2012","2012","SGD","Singapore Dollar","9","Billions",,,2.1,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2013","2013","SGD","Singapore Dollar","9","Billions",,,2.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2014","2014","SGD","Singapore Dollar","9","Billions",,,2.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2015","2015","SGD","Singapore Dollar","9","Billions",,,2.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2000","2000","SGD","Singapore Dollar","9","Billions",,,2.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2001","2001","SGD","Singapore Dollar","9","Billions",,,2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2002","2002","SGD","Singapore Dollar","9","Billions",,,1.4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2003","2003","SGD","Singapore Dollar","9","Billions",,,1.5,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2004","2004","SGD","Singapore Dollar","9","Billions",,,1.4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2005","2005","SGD","Singapore Dollar","9","Billions",,,1.4,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2006","2006","SGD","Singapore Dollar","9","Billions",,,1.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2007","2007","SGD","Singapore Dollar","9","Billions",,,2.2,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2008","2008","SGD","Singapore Dollar","9","Billions",,,1.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2009","2009","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2010","2010","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2011","2011","SGD","Singapore Dollar","9","Billions",,,1.9,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2012","2012","SGD","Singapore Dollar","9","Billions",,,1.8,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2013","2013","SGD","Singapore Dollar","9","Billions",,,1.7,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2014","2014","SGD","Singapore Dollar","9","Billions",,,1.6,,
"SGP","Singapore","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2015","2015","SGD","Singapore Dollar","9","Billions",,,1.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1998","1998","KZT","Tenge","9","Billions",,,6.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","1999","1999","KZT","Tenge","9","Billions",,,9.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2000","2000","KZT","Tenge","9","Billions",,,10.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2001","2001","KZT","Tenge","9","Billions",,,10.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2002","2002","KZT","Tenge","9","Billions",,,14.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2003","2003","KZT","Tenge","9","Billions",,,20.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2004","2004","KZT","Tenge","9","Billions",,,25.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2005","2005","KZT","Tenge","9","Billions",,,42.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2006","2006","KZT","Tenge","9","Billions",,,44.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2007","2007","KZT","Tenge","9","Billions",,,98.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2008","2008","KZT","Tenge","9","Billions",,,97,,
